nutrition,value,measure,food_product
Vitamin B-6,0.161764705882353,MG,macadamia nut
Protein,0.00473333333333333,G,mango
Total lipid (fat),0.0,G,mango
"Carbohydrate, by difference",0.0134117647058824,G,mango
"Fiber, total dietary",0.01640625,G,mango
"Calcium, Ca",0.0107692307692308,MG,mango
"Iron, Fe",0.10722222222222198,MG,mango
"Sodium, Na",0.0,MG,mango
"Vitamin C, total ascorbic acid",0.33333333333333304,MG,mango
Cholesterol,0.0,MG,mango
"Fatty acids, total saturated",0.0,G,mango
Total lipid (fat),0.0,G,maple syrup
"Fiber, total dietary",0.0,G,maple syrup
"Calcium, Ca",0.0769230769230769,MG,maple syrup
"Iron, Fe",0.1,MG,maple syrup
"Magnesium, Mg",0.11190476190476199,MG,maple syrup
"Potassium, K",0.0621276595744681,MG,maple syrup
"Manganese, Mn",1.30434782608696,MG,maple syrup
"Vitamin C, total ascorbic acid",0.0,MG,maple syrup
Cholesterol,0.0,MG,maple syrup
"Fatty acids, total saturated",0.0,G,maple syrup
Protein,0.0,G,maple syrup
"Carbohydrate, by difference",0.0692549019607843,G,maple syrup
"Sodium, Na",0.15956521739130403,MG,maple syrup
Protein,0.012,G,marshmallow
Total lipid (fat),0.00112359550561798,G,marshmallow
"Carbohydrate, by difference",0.0637647058823529,G,marshmallow
"Fiber, total dietary",0.00078125,G,marshmallow
"Calcium, Ca",0.00230769230769231,MG,marshmallow
"Iron, Fe",0.0127777777777778,MG,marshmallow
"Magnesium, Mg",0.00476190476190476,MG,marshmallow
"Phosphorus, P",0.0064,MG,marshmallow
"Potassium, K",1.06382978723404,MG,marshmallow
"Sodium, Na",0.0347826086956522,MG,marshmallow
"Zinc, Zn",0.00363636363636364,MG,marshmallow
"Copper, Cu",0.10777777777777803,MG,marshmallow
"Selenium, Se",0.0309090909090909,UG,marshmallow
"Vitamin A, RAE",0.0,UG,marshmallow
Vitamin E (alpha-tocopherol),0.0,MG,marshmallow
Vitamin D (D2 + D3),0.0,UG,marshmallow
"Vitamin C, total ascorbic acid",0.0,MG,marshmallow
Thiamin,0.0008333333333333331,MG,marshmallow
Riboflavin,0.000769230769230769,MG,marshmallow
Niacin,0.004875,MG,marshmallow
Vitamin B-6,0.00176470588235294,MG,marshmallow
Vitamin B-12,0.0,UG,marshmallow
"Choline, total",0.000181818181818182,MG,marshmallow
Vitamin K (phylloquinone),0.0,UG,marshmallow
"Folate, DFE",0.0025,UG,marshmallow
Cholesterol,0.0,MG,marshmallow
"Fatty acids, total saturated",0.000466666666666667,G,marshmallow
Protein,0.000466666666666667,G,martini
Total lipid (fat),0.0,G,martini
"Carbohydrate, by difference",0.00011764705882352901,G,martini
"Fiber, total dietary",0.0,G,martini
"Calcium, Ca",0.7692307692307689,MG,martini
"Iron, Fe",0.005,MG,martini
"Magnesium, Mg",0.00238095238095238,MG,martini
"Phosphorus, P",0.004,MG,martini
"Potassium, K",0.00276595744680851,MG,martini
"Sodium, Na",0.8695652173913041,MG,martini
"Zinc, Zn",0.00363636363636364,MG,martini
"Copper, Cu",0.0222222222222222,MG,martini
"Selenium, Se",0.0,UG,martini
"Vitamin A, RAE",0.0,UG,martini
Vitamin E (alpha-tocopherol),0.0,MG,martini
Vitamin D (D2 + D3),0.0,UG,martini
"Vitamin C, total ascorbic acid",0.0,MG,martini
Thiamin,0.00416666666666667,MG,martini
Riboflavin,0.00384615384615385,MG,martini
Niacin,0.0015625,MG,martini
Vitamin B-6,0.0023529411764705898,MG,martini
Vitamin B-12,0.0,UG,martini
"Choline, total",0.00127272727272727,MG,martini
Vitamin K (phylloquinone),0.0,UG,martini
"Folate, DFE",0.0,UG,martini
Cholesterol,0.0,MG,martini
"Fatty acids, total saturated",0.0,G,martini
Protein,0.0,G,mayonnaise
Total lipid (fat),0.44157303370786494,G,mayonnaise
"Carbohydrate, by difference",0.0,G,mayonnaise
"Fiber, total dietary",0.0,G,mayonnaise
"Calcium, Ca",0.0107692307692308,MG,mayonnaise
"Iron, Fe",0.0,MG,mayonnaise
"Potassium, K",1.48936170212766,MG,mayonnaise
"Sodium, Na",0.21739130434782603,MG,mayonnaise
"Sugars, added",0.0,G,mayonnaise
Cholesterol,0.12,MG,mayonnaise
"Fatty acids, total saturated",0.0891666666666667,G,mayonnaise
"Carbohydrate, by difference",0.0,G,meat
"Calcium, Ca",0.0138461538461538,MG,meat
"Iron, Fe",0.0355555555555556,MG,meat
"Vitamin C, total ascorbic acid",0.0,MG,meat
Protein,0.119333333333333,G,meat
Total lipid (fat),0.0651685393258427,G,meat
"Fiber, total dietary",0.0,G,meat
"Sodium, Na",0.0969565217391304,MG,meat
Cholesterol,0.19333333333333302,MG,meat
"Fatty acids, total saturated",0.0335,G,meat
Protein,0.0946666666666667,G,meatloaf
Total lipid (fat),0.0893258426966292,G,meatloaf
"Carbohydrate, by difference",0.00277647058823529,G,meatloaf
"Fiber, total dietary",0.0,G,meatloaf
"Calcium, Ca",0.0,MG,meatloaf
"Iron, Fe",0.0533333333333333,MG,meatloaf
"Sodium, Na",0.15,MG,meatloaf
"Vitamin C, total ascorbic acid",0.0122222222222222,MG,meatloaf
Cholesterol,0.163333333333333,MG,meatloaf
"Fatty acids, total saturated",0.04425,G,meatloaf
Protein,0.0074,G,melon
Total lipid (fat),0.0005617977528089889,G,melon
"Carbohydrate, by difference",0.00516078431372549,G,melon
"Fiber, total dietary",0.00703125,G,melon
"Calcium, Ca",0.00846153846153846,MG,melon
"Iron, Fe",0.0188888888888889,MG,melon
"Magnesium, Mg",0.0261904761904762,MG,melon
"Phosphorus, P",0.004,MG,melon
"Potassium, K",0.0387234042553191,MG,melon
"Sodium, Na",0.003913043478260871,MG,melon
"Zinc, Zn",0.00636363636363636,MG,melon
"Copper, Cu",0.0666666666666667,MG,melon
"Selenium, Se",0.00727272727272727,UG,melon
"Vitamin A, RAE",0.0,UG,melon
Vitamin E (alpha-tocopherol),0.00333333333333333,MG,melon
Vitamin D (D2 + D3),0.0,UG,melon
"Vitamin C, total ascorbic acid",0.24222222222222198,MG,melon
Thiamin,0.0125,MG,melon
Riboflavin,0.0238461538461538,MG,melon
Niacin,0.0145,MG,melon
Vitamin B-6,0.0958823529411765,MG,melon
Vitamin B-12,0.0,UG,melon
"Choline, total",0.0138181818181818,MG,melon
Vitamin K (phylloquinone),0.0208333333333333,UG,melon
"Folate, DFE",0.02,UG,melon
Cholesterol,0.0,MG,melon
"Fatty acids, total saturated",0.000208333333333333,G,melon
Protein,0.0,G,molasses
Total lipid (fat),0.0005617977528089889,G,molasses
"Carbohydrate, by difference",0.0585882352941176,G,molasses
"Fiber, total dietary",0.0,G,molasses
"Calcium, Ca",0.15769230769230802,MG,molasses
"Iron, Fe",0.26222222222222197,MG,molasses
"Magnesium, Mg",0.576190476190476,MG,molasses
"Phosphorus, P",0.0248,MG,molasses
"Potassium, K",0.31063829787234,MG,molasses
"Sodium, Na",0.0160869565217391,MG,molasses
"Zinc, Zn",0.0263636363636364,MG,molasses
"Copper, Cu",0.5411111111111111,MG,molasses
"Selenium, Se",0.323636363636364,UG,molasses
"Vitamin A, RAE",0.0,UG,molasses
Vitamin E (alpha-tocopherol),0.0,MG,molasses
Vitamin D (D2 + D3),0.0,UG,molasses
"Vitamin C, total ascorbic acid",0.0,MG,molasses
Thiamin,0.0341666666666667,MG,molasses
Riboflavin,0.00153846153846154,MG,molasses
Niacin,0.058125,MG,molasses
Vitamin B-6,0.394117647058824,MG,molasses
Vitamin B-12,0.0,UG,molasses
"Choline, total",0.0241818181818182,MG,molasses
Vitamin K (phylloquinone),0.0,UG,molasses
"Folate, DFE",0.0,UG,molasses
Cholesterol,0.0,MG,molasses
"Fatty acids, total saturated",0.00015,G,molasses
Protein,0.142666666666667,G,mozzarella
Total lipid (fat),0.14044943820224698,G,mozzarella
"Carbohydrate, by difference",0.0028,G,mozzarella
"Fiber, total dietary",0.0,G,mozzarella
"Calcium, Ca",0.41230769230769204,MG,mozzarella
"Iron, Fe",0.0,MG,mozzarella
"Sodium, Na",0.0778260869565217,MG,mozzarella
"Vitamin C, total ascorbic acid",0.0,MG,mozzarella
Cholesterol,0.23666666666666697,MG,mozzarella
"Fatty acids, total saturated",0.11916666666666699,G,mozzarella
Protein,0.0793333333333333,G,mussel
Total lipid (fat),0.0125842696629214,G,mussel
"Carbohydrate, by difference",0.00289411764705882,G,mussel
"Fiber, total dietary",0.0,G,mussel
"Calcium, Ca",0.02,MG,mussel
"Iron, Fe",0.21944444444444394,MG,mussel
"Magnesium, Mg",0.080952380952381,MG,mussel
"Phosphorus, P",0.1576,MG,mussel
"Potassium, K",0.0680851063829787,MG,mussel
"Sodium, Na",0.12434782608695699,MG,mussel
"Zinc, Zn",0.14545454545454503,MG,mussel
"Copper, Cu",0.10444444444444399,MG,mussel
"Selenium, Se",0.8145454545454541,UG,mussel
"Vitamin A, RAE",0.0533333333333333,UG,mussel
Vitamin E (alpha-tocopherol),0.0366666666666667,MG,mussel
Vitamin D (D2 + D3),0.0,UG,mussel
"Vitamin C, total ascorbic acid",0.0888888888888889,MG,mussel
Thiamin,0.133333333333333,MG,mussel
Riboflavin,0.16153846153846202,MG,mussel
Niacin,0.1,MG,mussel
Vitamin B-6,0.0294117647058824,MG,mussel
Vitamin B-12,0.005,UG,mussel
"Choline, total",0.11818181818181801,MG,mussel
Vitamin K (phylloquinone),0.0008333333333333331,UG,mussel
"Folate, DFE",0.105,UG,mussel
Cholesterol,0.0933333333333333,MG,mussel
"Fatty acids, total saturated",0.0035416666666666704,G,mussel
Protein,0.0283333333333333,G,mustard
Total lipid (fat),0.0189887640449438,G,mustard
"Carbohydrate, by difference",0.00415686274509804,G,mustard
"Fiber, total dietary",0.03359375,G,mustard
"Calcium, Ca",0.0484615384615385,MG,mustard
"Iron, Fe",0.0883333333333333,MG,mustard
"Magnesium, Mg",0.11428571428571402,MG,mustard
"Phosphorus, P",0.0864,MG,mustard
"Potassium, K",0.0319148936170213,MG,mustard
"Sodium, Na",0.4782608695652171,MG,mustard
"Zinc, Zn",0.0581818181818182,MG,mustard
"Copper, Cu",0.0822222222222222,MG,mustard
"Selenium, Se",0.6181818181818179,UG,mustard
"Vitamin A, RAE",0.00444444444444444,UG,mustard
Vitamin E (alpha-tocopherol),0.0233333333333333,MG,mustard
Vitamin D (D2 + D3),0.0,UG,mustard
"Vitamin C, total ascorbic acid",0.00444444444444444,MG,mustard
Thiamin,0.1575,MG,mustard
Riboflavin,0.0507692307692308,MG,mustard
Niacin,0.0350625,MG,mustard
Vitamin B-6,0.0405882352941177,MG,mustard
Vitamin B-12,0.0,UG,mustard
"Choline, total",0.0407272727272727,MG,mustard
Vitamin K (phylloquinone),0.0125,UG,mustard
"Folate, DFE",0.0175,UG,mustard
Cholesterol,0.0,MG,mustard
"Fatty acids, total saturated",0.0021,G,mustard
Protein,0.0235333333333333,G,mustard greens
Total lipid (fat),0.0,G,mustard greens
"Carbohydrate, by difference",0.0036941176470588204,G,mustard greens
"Fiber, total dietary",0.02734375,G,mustard greens
"Calcium, Ca",0.0815384615384615,MG,mustard greens
"Iron, Fe",0.0655555555555555,MG,mustard greens
"Potassium, K",0.0751063829787234,MG,mustard greens
"Sodium, Na",0.0104347826086957,MG,mustard greens
"Vitamin C, total ascorbic acid",0.5233333333333329,MG,mustard greens
"Sugars, added",0.0,G,mustard greens
Cholesterol,0.0,MG,mustard greens
"Fatty acids, total saturated",0.0,G,mustard greens
Protein,0.007066666666666671,G,nectarine
Total lipid (fat),0.0015730337078651698,G,nectarine
"Carbohydrate, by difference",0.0072,G,nectarine
"Fiber, total dietary",0.01171875,G,nectarine
"Calcium, Ca",1.53846153846154,MG,nectarine
"Iron, Fe",0.0166666666666667,MG,nectarine
"Magnesium, Mg",0.0214285714285714,MG,nectarine
"Phosphorus, P",0.0208,MG,nectarine
"Potassium, K",0.0278723404255319,MG,nectarine
"Sodium, Na",0.005652173913043479,MG,nectarine
"Zinc, Zn",0.0190909090909091,MG,nectarine
"Copper, Cu",0.09111111111111099,MG,nectarine
"Selenium, Se",0.0,UG,nectarine
"Vitamin A, RAE",0.0233333333333333,UG,nectarine
Vitamin E (alpha-tocopherol),0.0406666666666667,MG,nectarine
Vitamin D (D2 + D3),0.0,UG,nectarine
"Vitamin C, total ascorbic acid",0.0322222222222222,MG,nectarine
Thiamin,0.0283333333333333,MG,nectarine
Riboflavin,0.0207692307692308,MG,nectarine
Niacin,0.07,MG,nectarine
Vitamin B-6,0.0147058823529412,MG,nectarine
Vitamin B-12,0.0,UG,nectarine
"Choline, total",0.0112727272727273,MG,nectarine
Vitamin K (phylloquinone),0.0166666666666667,UG,nectarine
"Folate, DFE",0.015,UG,nectarine
Cholesterol,0.0,MG,nectarine
"Fatty acids, total saturated",0.0,G,nectarine
Protein,0.0213333333333333,G,noodle
Total lipid (fat),0.0297752808988764,G,noodle
"Carbohydrate, by difference",0.0149019607843137,G,noodle
"Fiber, total dietary",0.0109375,G,noodle
"Vitamin C, total ascorbic acid",0.00555555555555556,MG,nut
Thiamin,0.3525,MG,nut
Riboflavin,0.0446153846153846,MG,nut
Protein,0.121333333333333,G,nut
"Iron, Fe",0.37111111111111106,MG,nut
"Magnesium, Mg",0.6952380952380949,MG,nut
"Phosphorus, P",0.4744,MG,nut
"Sodium, Na",0.00521739130434783,MG,nut
"Copper, Cu",0.0024444444444444396,MG,nut
"Manganese, Mn",0.721739130434783,MG,nut
Vitamin B-6,0.245294117647059,MG,nut
"Calcium, Ca",0.0284615384615385,MG,nut
"Potassium, K",0.14042553191489401,MG,nut
"Zinc, Zn",0.525454545454546,MG,nut
Niacin,0.06625,MG,nut
Total lipid (fat),0.24606741573033702,G,nut
"Carbohydrate, by difference",0.0236862745098039,G,nut
"Folate, DFE",0.0625,UG,nut
Vitamin D (D2 + D3),0.0,UG,nut
"Fatty acids, total saturated",0.0648333333333333,G,nut
"Fiber, total dietary",0.02578125,G,nut
"Vitamin A, RAE",0.0,UG,nut
Vitamin B-12,0.0,UG,nut
Vitamin K (phylloquinone),0.28416666666666696,UG,nut
Cholesterol,0.0,MG,nut
"Selenium, Se",0.36181818181818204,UG,nut
Vitamin E (alpha-tocopherol),0.06,MG,nut
Pantothenic acid,0.1728,MG,nut
Vitamin B-12,0.0,UG,nutmeg
"Vitamin C, total ascorbic acid",0.0,MG,nutmeg
Thiamin,0.0,MG,nutmeg
Riboflavin,0.0,MG,nutmeg
Cholesterol,0.0,MG,nutmeg
"Fatty acids, total saturated",0.75,G,nutmeg
Protein,0.0,G,nutmeg
"Fiber, total dietary",0.0,G,nutmeg
"Iron, Fe",0.0,MG,nutmeg
"Magnesium, Mg",0.0,MG,nutmeg
"Phosphorus, P",0.0,MG,nutmeg
"Sodium, Na",0.0,MG,nutmeg
Niacin,0.0,MG,nutmeg
Pantothenic acid,0.0,MG,nutmeg
Vitamin B-6,0.0,MG,nutmeg
Vitamin E (alpha-tocopherol),0.0133333333333333,MG,nutmeg
"Calcium, Ca",0.0,MG,nutmeg
"Potassium, K",0.0,MG,nutmeg
"Zinc, Zn",0.0,MG,nutmeg
Total lipid (fat),0.561797752808989,G,nutmeg
"Carbohydrate, by difference",0.0,G,nutmeg
"Folate, DFE",0.0,UG,nutmeg
"Vitamin A, RAE",0.0,UG,nutmeg
"Selenium, Se",0.0,UG,nutmeg
Protein,0.08800000000000001,G,oat
Total lipid (fat),0.0366292134831461,G,oat
"Carbohydrate, by difference",0.0530980392156863,G,oat
"Fiber, total dietary",0.07890625,G,oat
"Calcium, Ca",0.04,MG,oat
"Iron, Fe",0.236111111111111,MG,oat
"Magnesium, Mg",0.32857142857142896,MG,oat
"Phosphorus, P",0.32799999999999996,MG,oat
"Potassium, K",0.0770212765957447,MG,oat
"Sodium, Na",0.00260869565217391,MG,oat
"Zinc, Zn",0.330909090909091,MG,oat
"Copper, Cu",0.43444444444444397,MG,oat
"Selenium, Se",0.525454545454545,UG,oat
"Vitamin A, RAE",0.0,UG,oat
Vitamin E (alpha-tocopherol),0.027999999999999997,MG,oat
Vitamin D (D2 + D3),0.0,UG,oat
"Vitamin C, total ascorbic acid",0.0,MG,oat
Thiamin,0.3833333333333329,MG,oat
Riboflavin,0.119230769230769,MG,oat
Niacin,0.07,MG,oat
Vitamin B-6,0.0588235294117647,MG,oat
Vitamin B-12,0.0,UG,oat
"Choline, total",0.0734545454545455,MG,oat
Vitamin K (phylloquinone),0.0166666666666667,UG,oat
"Folate, DFE",0.08,UG,oat
Cholesterol,0.0,MG,oat
"Fatty acids, total saturated",0.00925,G,oat
Total lipid (fat),0.0374719101123595,G,oatmeal
"Carbohydrate, by difference",0.0523137254901961,G,oatmeal
"Fiber, total dietary",0.06953125,G,oatmeal
"Calcium, Ca",0.256153846153846,MG,oatmeal
"Iron, Fe",1.33333333333333,MG,oatmeal
"Potassium, K",0.0,MG,oatmeal
"Sodium, Na",0.00478260869565217,MG,oatmeal
"Vitamin C, total ascorbic acid",0.7411111111111109,MG,oatmeal
Cholesterol,0.0,MG,oatmeal
"Fatty acids, total saturated",0.0,G,oatmeal
Protein,0.11,G,octopus
Total lipid (fat),0.00662921348314607,G,octopus
"Carbohydrate, by difference",0.000925490196078431,G,octopus
"Fiber, total dietary",0.0,G,octopus
"Calcium, Ca",0.00923076923076923,MG,octopus
"Iron, Fe",0.0,MG,octopus
"Potassium, K",0.03,MG,octopus
"Sodium, Na",0.255652173913043,MG,octopus
"Sugars, added",0.0,G,octopus
Cholesterol,0.0,MG,octopus
"Fatty acids, total saturated",0.0,G,octopus
Total lipid (fat),0.0,G,okra
"Calcium, Ca",0.0615384615384615,MG,okra
"Iron, Fe",0.03,MG,okra
"Vitamin C, total ascorbic acid",0.133333333333333,MG,okra
Cholesterol,0.0,MG,okra
"Fatty acids, total saturated",0.0,G,okra
Protein,0.02,G,okra
"Carbohydrate, by difference",0.00627450980392157,G,okra
"Fiber, total dietary",0.0078125,G,okra
"Sodium, Na",1.30434782608696,MG,okra
Protein,0.00486666666666667,G,olive
Total lipid (fat),0.16853932584269699,G,olive
"Carbohydrate, by difference",0.0032705882352941197,G,olive
"Fiber, total dietary",0.0140625,G,olive
"Calcium, Ca",0.0461538461538461,MG,olive
"Iron, Fe",0.188888888888889,MG,olive
"Magnesium, Mg",0.0119047619047619,MG,olive
"Phosphorus, P",0.0024,MG,olive
"Potassium, K",0.00361702127659574,MG,olive
"Sodium, Na",0.36304347826086997,MG,olive
"Zinc, Zn",0.0109090909090909,MG,olive
"Copper, Cu",0.18,MG,olive
"Selenium, Se",0.0127272727272727,UG,olive
"Vitamin A, RAE",0.0155555555555556,UG,olive
Vitamin E (alpha-tocopherol),0.322666666666667,MG,olive
Vitamin D (D2 + D3),0.0,UG,olive
"Vitamin C, total ascorbic acid",0.00444444444444444,MG,olive
Thiamin,0.0066666666666666706,MG,olive
Riboflavin,0.00153846153846154,MG,olive
Niacin,0.005625,MG,olive
Vitamin B-6,0.00823529411764706,MG,olive
Vitamin B-12,0.0,UG,olive
"Choline, total",0.0172727272727273,MG,olive
Vitamin K (phylloquinone),0.11,UG,olive
"Folate, DFE",0.0025,UG,olive
Cholesterol,0.0,MG,olive
"Fatty acids, total saturated",0.0375833333333333,G,olive
Protein,0.0074,G,omelet
Total lipid (fat),0.00129213483146067,G,omelet
"Carbohydrate, by difference",0.00429803921568627,G,omelet
"Fiber, total dietary",0.0125,G,omelet
"Calcium, Ca",0.0107692307692308,MG,omelet
"Iron, Fe",0.0183333333333333,MG,omelet
"Magnesium, Mg",0.030952380952381002,MG,omelet
"Phosphorus, P",0.024,MG,omelet
"Potassium, K",0.0591489361702128,MG,omelet
"Sodium, Na",0.00260869565217391,MG,omelet
"Zinc, Zn",0.0190909090909091,MG,omelet
"Copper, Cu",0.0788888888888889,MG,omelet
"Selenium, Se",0.00181818181818182,UG,omelet
"Vitamin A, RAE",0.0477777777777778,UG,omelet
Vitamin E (alpha-tocopherol),0.04,MG,omelet
Vitamin D (D2 + D3),0.0,UG,omelet
"Vitamin C, total ascorbic acid",0.20222222222222197,MG,omelet
Thiamin,0.0375,MG,omelet
Riboflavin,0.0184615384615385,MG,omelet
Niacin,0.0398125,MG,omelet
Vitamin B-6,0.0611764705882353,MG,omelet
Vitamin B-12,0.0,UG,omelet
"Choline, total",0.0134545454545455,MG,omelet
Vitamin K (phylloquinone),0.0733333333333333,UG,omelet
"Folate, DFE",0.035,UG,omelet
Cholesterol,0.0,MG,omelet
"Fatty acids, total saturated",0.000316666666666667,G,omelet
Protein,0.0726666666666667,G,onion
Total lipid (fat),0.00438202247191011,G,onion
"Carbohydrate, by difference",0.0465882352941176,G,onion
"Fiber, total dietary",0.01796875,G,onion
"Calcium, Ca",0.0123076923076923,MG,onion
"Iron, Fe",0.19555555555555604,MG,onion
"Sodium, Na",0.18695652173913002,MG,onion
"Vitamin C, total ascorbic acid",0.0,MG,onion
Thiamin,0.833333333333333,MG,onion
Riboflavin,0.255384615384615,MG,onion
Niacin,0.293125,MG,onion
Cholesterol,0.0,MG,onion
"Fatty acids, total saturated",0.0,G,onion
Protein,0.0317333333333333,G,orange
Total lipid (fat),0.0,G,orange
"Carbohydrate, by difference",0.0709803921568627,G,orange
"Sodium, Na",0.165652173913043,MG,orange
Total lipid (fat),0.0,G,orange juice
"Calcium, Ca",0.006923076923076921,MG,orange juice
"Magnesium, Mg",0.0214285714285714,MG,orange juice
"Vitamin C, total ascorbic acid",0.28111111111111103,MG,orange juice
Thiamin,0.0,MG,orange juice
Riboflavin,0.0115384615384615,MG,orange juice
Niacin,0.011125,MG,orange juice
Vitamin B-6,0.0211764705882353,MG,orange juice
Cholesterol,0.0,MG,orange juice
"Fatty acids, total saturated",0.0,G,orange juice
Protein,0.00446666666666667,G,orange juice
"Carbohydrate, by difference",0.00886274509803922,G,orange juice
"Potassium, K",0.0402127659574468,MG,orange juice
"Sodium, Na",0.00304347826086957,MG,orange juice
Protein,0.0,G,oregano
Total lipid (fat),0.0,G,oregano
"Carbohydrate, by difference",0.0,G,oregano
"Sodium, Na",0.0,MG,oregano
Cholesterol,0.0,MG,oregano
"Calcium, Ca",0.0,MG,orzo
"Iron, Fe",0.178333333333333,MG,orzo
"Sodium, Na",0.0,MG,orzo
"Vitamin C, total ascorbic acid",0.0,MG,orzo
Thiamin,0.833333333333333,MG,orzo
Riboflavin,0.23384615384615398,MG,orzo
Niacin,0.335,MG,orzo
Cholesterol,0.0,MG,orzo
"Fatty acids, total saturated",0.0,G,orzo
Protein,0.0833333333333333,G,orzo
Total lipid (fat),0.0100561797752809,G,orzo
"Carbohydrate, by difference",0.0616470588235294,G,orzo
"Fiber, total dietary",0.028125,G,orzo
Protein,0.0330666666666667,G,oyster
Total lipid (fat),0.0606741573033708,G,oyster
"Carbohydrate, by difference",0.0144313725490196,G,oyster
"Fiber, total dietary",0.009375,G,oyster
"Calcium, Ca",0.0738461538461538,MG,oyster
"Iron, Fe",0.135555555555556,MG,oyster
"Magnesium, Mg",0.0428571428571429,MG,oyster
"Phosphorus, P",0.0536,MG,oyster
"Potassium, K",0.028936170212766003,MG,oyster
"Sodium, Na",0.22173913043478302,MG,oyster
"Zinc, Zn",0.9090909090909091,MG,oyster
"Copper, Cu",0.806666666666667,MG,oyster
"Selenium, Se",0.22909090909090898,UG,oyster
"Vitamin A, RAE",0.111111111111111,UG,oyster
Vitamin E (alpha-tocopherol),0.0893333333333333,MG,oyster
Vitamin D (D2 + D3),0.02,UG,oyster
"Vitamin C, total ascorbic acid",0.02,MG,oyster
Thiamin,0.123333333333333,MG,oyster
Riboflavin,0.0869230769230769,MG,oyster
Niacin,0.115,MG,oyster
Vitamin B-6,0.0417647058823529,MG,oyster
Vitamin B-12,0.8125,UG,oyster
"Choline, total",0.044000000000000004,MG,oyster
Vitamin K (phylloquinone),0.27083333333333304,UG,oyster
"Folate, DFE",0.115,UG,oyster
Cholesterol,0.0333333333333333,MG,oyster
"Fatty acids, total saturated",0.0178333333333333,G,oyster
Protein,0.027000000000000003,G,pancake
Total lipid (fat),0.00213483146067416,G,pancake
"Carbohydrate, by difference",0.0356078431372549,G,pancake
"Fiber, total dietary",0.00546875,G,pancake
"Calcium, Ca",0.0130769230769231,MG,pancake
"Iron, Fe",0.128888888888889,MG,pancake
"Magnesium, Mg",0.0357142857142857,MG,pancake
"Phosphorus, P",0.0496,MG,pancake
"Potassium, K",0.0131914893617021,MG,pancake
"Sodium, Na",0.00217391304347826,MG,pancake
"Zinc, Zn",0.0563636363636364,MG,pancake
"Copper, Cu",0.136666666666667,MG,pancake
"Selenium, Se",0.15636363636363598,UG,pancake
"Vitamin A, RAE",0.0,UG,pancake
Vitamin E (alpha-tocopherol),0.004,MG,pancake
Vitamin D (D2 + D3),0.0,UG,pancake
"Vitamin C, total ascorbic acid",0.0,MG,pancake
Thiamin,0.21833333333333302,MG,pancake
Riboflavin,0.0192307692307692,MG,pancake
Niacin,0.14875,MG,pancake
Vitamin B-6,0.0517647058823529,MG,pancake
Vitamin B-12,0.0,UG,pancake
"Choline, total",0.006,MG,pancake
Vitamin K (phylloquinone),0.0008333333333333331,UG,pancake
"Folate, DFE",0.385,UG,pancake
Cholesterol,0.0,MG,pancake
"Fatty acids, total saturated",0.00085,G,pancake
Protein,0.0166666666666667,G,papaya
Total lipid (fat),0.0,G,papaya
"Carbohydrate, by difference",0.0509803921568627,G,papaya
"Fiber, total dietary",0.078125,G,papaya
"Calcium, Ca",0.115384615384615,MG,papaya
"Iron, Fe",0.0,MG,papaya
"Sodium, Na",0.007826086956521741,MG,papaya
"Vitamin C, total ascorbic acid",0.0666666666666667,MG,papaya
Cholesterol,0.0,MG,papaya
"Fatty acids, total saturated",0.0,G,papaya
Protein,0.0833333333333333,G,paprika
Total lipid (fat),0.0702247191011236,G,paprika
"Carbohydrate, by difference",0.0392156862745098,G,paprika
"Fiber, total dietary",0.29296875,G,paprika
"Calcium, Ca",0.20076923076923103,MG,paprika
"Iron, Fe",0.766666666666667,MG,paprika
"Potassium, K",0.382978723404255,MG,paprika
"Sodium, Na",0.41304347826086996,MG,paprika
"Sugars, added",0.0,G,paprika
Cholesterol,0.0,MG,paprika
"Fatty acids, total saturated",0.0208333333333333,G,paprika
Vitamin D (D2 + D3),0.025,UG,parmesan
Total lipid (fat),0.15617977528089902,G,parmesan
"Carbohydrate, by difference",0.0109019607843137,G,parmesan
"Calcium, Ca",0.6561538461538461,MG,parmesan
"Potassium, K",0.0382978723404255,MG,parmesan
"Zinc, Zn",0.381818181818182,MG,parmesan
"Selenium, Se",0.625454545454545,UG,parmesan
Vitamin E (alpha-tocopherol),0.0353333333333333,MG,parmesan
Niacin,0.005,MG,parmesan
Pantothenic acid,0.09,MG,parmesan
Vitamin B-6,0.0476470588235294,MG,parmesan
"Choline, total",0.0256363636363636,MG,parmesan
"Folate, DFE",0.015,UG,parmesan
Protein,0.18933333333333302,G,parmesan
"Iron, Fe",0.0272222222222222,MG,parmesan
"Magnesium, Mg",0.080952380952381,MG,parmesan
"Phosphorus, P",0.5016,MG,parmesan
"Sodium, Na",0.7826086956521741,MG,parmesan
"Copper, Cu",0.0444444444444444,MG,parmesan
"Manganese, Mn",0.0308695652173913,MG,parmesan
"Vitamin A, RAE",0.291111111111111,UG,parmesan
Cholesterol,0.28666666666666696,MG,parmesan
"Fatty acids, total saturated",0.128333333333333,G,parmesan
Vitamin K (phylloquinone),0.0141666666666667,UG,parmesan
Thiamin,0.0216666666666667,MG,parmesan
Riboflavin,0.275384615384615,MG,parmesan
Vitamin B-12,0.583333333333333,UG,parmesan
"Fiber, total dietary",0.0,G,parmesan
"Vitamin C, total ascorbic acid",0.0,MG,parmesan
Protein,0.0,G,parsley
Total lipid (fat),0.0,G,parsley
